epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
38,7132.98,0.82736,1.24364,0.57791,0.90071,0,0.55527,0.49109,0.5098,0.33713,0.53398,0.4742,0.47292,0.27127,1.03626,1.67891,0.94795,1.05354,0,0.000921257,0.000921257,0.000921257
39,7213.92,0.81325,1.21307,0.56693,0.89745,0,0.55284,0.49622,0.50143,0.33193,0.52817,0.46333,0.46156,0.26405,1.02417,1.64532,0.95538,1.05551,0,0.000877109,0.000877109,0.000877109
40,7611.51,0.81169,1.22191,0.56122,0.89319,0,0.55284,0.49563,0.505,0.33216,0.52896,0.46637,0.46714,0.26937,1.03075,1.65593,0.94601,1.06089,0,0.000833229,0.000833229,0.000833229
41,7768.61,0.803,1.20581,0.55791,0.89169,0,0.5621,0.4753,0.50019,0.32978,0.53916,0.4537,0.4632,0.26455,1.03587,1.69634,0.94458,1.062,0,0.000789704,0.000789704,0.000789704
42,7884.09,0.80813,1.21297,0.56229,0.89259,0,0.53054,0.50037,0.50253,0.33114,0.49741,0.48569,0.46272,0.26573,1.02887,1.67988,0.94767,1.06162,0,0.000746624,0.000746624,0.000746624
43,8570.74,0.79802,1.1953,0.54558,0.88857,0,0.55377,0.49028,0.49845,0.3293,0.53785,0.46126,0.46519,0.26093,1.03194,1.68263,0.96193,1.06358,0,0.000704073,0.000704073,0.000704073
44,8639.44,0.78864,1.17158,0.53558,0.88575,0,0.55922,0.48343,0.50176,0.33049,0.53962,0.46086,0.46711,0.26707,1.03009,1.66632,0.95153,1.05518,0,0.000662139,0.000662139,0.000662139
45,8869.83,0.78757,1.16631,0.53186,0.88678,0,0.55332,0.49043,0.50583,0.33495,0.53752,0.46479,0.47211,0.26877,1.01423,1.67042,0.95017,1.05143,0,0.000620905,0.000620905,0.000620905
46,9046.98,0.7801,1.16073,0.52655,0.88314,0,0.56466,0.47718,0.50609,0.33746,0.71537,0.44649,0.47243,0.27002,1.02133,1.66487,0.9477,1.0586,0,0.000580455,0.000580455,0.000580455
47,9204.96,0.77482,1.15025,0.5191,0.88108,0,0.5531,0.4844,0.49841,0.33023,0.53437,0.46621,0.46798,0.26592,1.02983,1.69216,0.96062,1.06096,0,0.00054087,0.00054087,0.00054087
48,9769.65,0.76527,1.13639,0.51661,0.88147,0,0.58646,0.46906,0.50207,0.33664,0.56276,0.44652,0.46778,0.26904,1.02159,1.6843,0.94641,1.05621,0,0.00050223,0.00050223,0.00050223
49,9824.81,0.7711,1.15101,0.51274,0.87969,0,0.54433,0.49389,0.50438,0.33489,0.52941,0.47017,0.46942,0.26916,1.02303,1.67763,0.95444,1.05902,0,0.000464612,0.000464612,0.000464612
50,10299.4,0.75785,1.12635,0.50388,0.87585,0,0.56618,0.49238,0.50923,0.33955,0.54124,0.46936,0.47389,0.27292,1.02642,1.72632,0.95044,1.05918,0,0.000428093,0.000428093,0.000428093
