epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,2005.53,0.95025,1.46717,0.71426,0.91875,0,0.45578,0.55521,0.48294,0.30908,0.42065,0.51465,0.42378,0.23064,1.07382,1.74241,0.93843,1.02855,0,0.00135786,0.00135786,0.00135786
29,2088.72,0.9449,1.45216,0.69731,0.91737,0,0.68844,0.44953,0.47385,0.30522,0.66102,0.40814,0.41815,0.22898,1.06174,1.74445,0.91892,1.02822,0,0.00131593,0.00131593,0.00131593
30,2145.37,0.94323,1.44032,0.69061,0.9124,0,0.51538,0.4571,0.46269,0.29963,0.50798,0.41503,0.41274,0.22385,1.06427,1.80342,0.93241,1.02868,0,0.00127338,0.00127338,0.00127338
31,2215.81,0.92635,1.43818,0.67208,0.9063,0,0.57402,0.51298,0.49969,0.30816,0.53763,0.47619,0.45014,0.23934,1.06216,1.74086,0.92956,1.02484,0,0.0012303,0.0012303,0.0012303
32,2271.65,0.92189,1.42833,0.66482,0.91108,0,0.51378,0.46027,0.46678,0.29939,0.49723,0.40822,0.41028,0.22005,1.0647,1.76382,0.92896,1.02605,0,0.00118677,0.00118677,0.00118677
33,2328.95,0.90979,1.39923,0.65827,0.90582,0,0.52107,0.45671,0.46325,0.29956,0.49157,0.41929,0.4085,0.22304,1.0643,1.7369,0.93186,1.03263,0,0.00114289,0.00114289,0.00114289
34,2385.69,0.90933,1.40285,0.65342,0.90504,0,0.5242,0.44459,0.45535,0.29444,0.48438,0.40836,0.40174,0.21717,1.06536,1.74252,0.93395,1.02592,0,0.00109874,0.00109874,0.00109874
35,2446.3,0.90559,1.4002,0.64842,0.9023,0,0.49697,0.46177,0.46499,0.29774,0.47604,0.42432,0.41551,0.22817,1.05936,1.7331,0.92102,1.02989,0,0.00105442,0.00105442,0.00105442
36,2510.18,0.90546,1.39086,0.64786,0.90202,0,0.54266,0.45637,0.48019,0.3101,0.49951,0.42195,0.42211,0.23169,1.0434,1.72701,0.91289,1.02254,0,0.00101,0.00101,0.00101
37,2568.2,0.89844,1.3805,0.63032,0.90074,0,0.54022,0.46439,0.49649,0.31994,0.53238,0.41179,0.44362,0.24175,1.05132,1.75045,0.90547,1.02642,0,0.000965584,0.000965584,0.000965584
38,2631.52,0.89415,1.37427,0.62174,0.8949,0,0.67688,0.45265,0.47221,0.30826,0.64836,0.41288,0.42,0.22824,1.03367,1.71074,0.92476,1.01798,0,0.000921257,0.000921257,0.000921257
39,2693.32,0.88297,1.34566,0.61847,0.89542,0,0.50699,0.45572,0.46725,0.30061,0.52469,0.40291,0.42244,0.22949,1.04886,1.76154,0.91951,1.02278,0,0.000877109,0.000877109,0.000877109
40,2750.71,0.88546,1.34832,0.61403,0.89305,0,0.5098,0.46351,0.46179,0.29568,0.47939,0.43193,0.41373,0.22554,1.05153,1.77124,0.93946,1.0282,0,0.000833229,0.000833229,0.000833229
41,2807.5,0.87355,1.34336,0.60552,0.89161,0,0.5274,0.44724,0.45968,0.29853,0.49409,0.41597,0.41537,0.22298,1.04049,1.76173,0.9373,1.02535,0,0.000789704,0.000789704,0.000789704
42,2873.08,0.86623,1.34255,0.60331,0.8887,0,0.657,0.43831,0.462,0.29721,0.62097,0.40969,0.41293,0.22611,1.04621,1.73989,0.93102,1.0247,0,0.000746624,0.000746624,0.000746624
