epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,15.2293,1.81473,3.64569,3.23744,1.30021,0,0.00745,0.06574,0.03221,0.01757,0.0031,0.02032,0.00517,0.00193,2.58145,33.3375,3.05209,1.6868,0,0.000161905,0.000161905,0.067781
2,27.5434,1.57839,2.84472,1.98423,1.13367,0,0.3023,0.13567,0.12838,0.07093,0.17016,0.07557,0.06876,0.03446,1.62681,5.64098,2.35221,1.23315,0,0.00032825,0.00032825,0.034614
