epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
55,8238.34,0.7488,1.10218,0.51315,0.87592,0,0.68725,0.49627,0.49347,0.33097,0.65986,0.47243,0.46249,0.26422,0.99079,1.68145,0.92158,1.03139,0,0.000264459,0.000264459,0.000264459
56,8387.71,0.76004,1.12933,0.51129,0.87375,0,0.56538,0.49105,0.51643,0.3456,0.54631,0.46924,0.48776,0.2816,0.99618,1.67607,0.91092,1.03567,0,0.000235987,0.000235987,0.000235987
57,8533.69,0.74115,1.09821,0.50187,0.87194,0,0.50906,0.57242,0.52055,0.35353,0.48956,0.55023,0.48681,0.28355,0.98447,1.67376,0.90204,1.03343,0,0.000209073,0.000209073,0.000209073
58,8682.01,0.73857,1.09564,0.49906,0.86968,0,0.69011,0.49941,0.51148,0.34422,0.66838,0.46993,0.47742,0.27665,0.99372,1.69811,0.91898,1.03693,0,0.000183772,0.000183772,0.000183772
59,8832.69,0.74371,1.0929,0.4988,0.87087,0,0.56489,0.47985,0.50628,0.34216,0.7168,0.45146,0.4815,0.27618,0.99286,1.70059,0.91144,1.03449,0,0.000160136,0.000160136,0.000160136
60,8980.58,0.73732,1.0912,0.49548,0.86845,0,0.70241,0.48514,0.50129,0.33889,0.68254,0.46671,0.47692,0.27334,0.98598,1.69025,0.9216,1.02877,0,0.00013821,0.00013821,0.00013821
61,9066.35,0.73252,1.06964,0.49403,0.86887,0,0.56734,0.47817,0.49056,0.32986,0.56066,0.44915,0.46302,0.26666,0.99626,1.78658,0.93296,1.04743,0,0.000118041,0.000118041,0.000118041
62,9140.7,0.7127,1.02239,0.47074,0.85939,0,0.56701,0.47803,0.4968,0.33208,0.55017,0.45118,0.46373,0.26623,0.99557,1.76701,0.92877,1.04443,0,9.96675e-05,9.96675e-05,9.96675e-05
63,9214.68,0.70293,1.01455,0.47027,0.86228,0,0.56401,0.48078,0.4964,0.33397,0.5529,0.45635,0.46688,0.26771,0.98734,1.75144,0.92553,1.03707,0,8.31275e-05,8.31275e-05,8.31275e-05
64,9287.94,0.69656,1.00903,0.45676,0.85698,0,0.56902,0.4831,0.49908,0.33568,0.55312,0.45898,0.47009,0.27028,0.98488,1.76023,0.92969,1.03539,0,6.8454e-05,6.8454e-05,6.8454e-05
65,9361.67,0.69752,0.99478,0.45725,0.85644,0,0.58183,0.47623,0.49625,0.33165,0.56624,0.45022,0.46368,0.26777,0.99203,1.77004,0.93559,1.04095,0,5.56768e-05,5.56768e-05,5.56768e-05
66,9435.46,0.69456,0.99647,0.45239,0.85531,0,0.57968,0.47823,0.50241,0.33687,0.56717,0.4517,0.46903,0.27177,0.9885,1.74743,0.92966,1.04057,0,4.48214e-05,4.48214e-05,4.48214e-05
67,9511.29,0.6927,1.0076,0.46215,0.85729,0,0.5862,0.46889,0.49936,0.33316,0.56528,0.4454,0.46238,0.26656,0.99261,1.76173,0.93379,1.04025,0,3.59097e-05,3.59097e-05,3.59097e-05
68,9587.06,0.69179,1.00021,0.45452,0.85488,0,0.57601,0.48215,0.49707,0.33315,0.56297,0.44975,0.46331,0.26774,0.98789,1.75709,0.93839,1.04051,0,2.89597e-05,2.89597e-05,2.89597e-05
69,9662.05,0.68858,0.98606,0.44696,0.85415,0,0.57554,0.4809,0.49606,0.33355,0.55595,0.45519,0.46381,0.26694,0.98866,1.76044,0.94259,1.04095,0,2.39854e-05,2.39854e-05,2.39854e-05
70,9736.63,0.68642,0.99178,0.44586,0.85339,0,0.57647,0.48223,0.4966,0.33333,0.70103,0.45737,0.4651,0.26868,0.99033,1.76773,0.94107,1.03961,0,2.09969e-05,2.09969e-05,2.09969e-05
